Type	IRI	Status	Label
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000365	metadata incomplete	obsolete_results_from
Class	http://purl.obolibrary.org/obo/OBI_0001306	metadata complete	RNA stability design
Class	http://purl.obolibrary.org/obo/OBI_0001307	metadata complete	tiling microarray
Class	http://purl.obolibrary.org/obo/UBERON_0002037		cerebellum
Class	http://purl.obolibrary.org/obo/OBI_0001308	metadata complete	CXCL10/IP-10 release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001309	metadata complete	IL-13 release|ICS
Class	http://purl.obolibrary.org/obo/SO_0000353		sequence_assembly
Class	http://purl.obolibrary.org/obo/OBI_0001310	metadata complete	species comparison design
Class	http://purl.obolibrary.org/obo/OBI_0001311	metadata complete	3D structure|x-ray crystallography|angstroms
Class	http://purl.obolibrary.org/obo/OBI_0001313	metadata complete	transcription profiling by RT-PCR design
Class	http://purl.obolibrary.org/obo/OBI_0001314	ready for release	epitope specific T cell enhancement of B cell mediated immune response
Class	http://purl.obolibrary.org/obo/OBI_0001315	metadata complete	CCL1/TCA-3 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001316	ready for release	epitope specific interleukin-21 production by T cells
Class	http://purl.obolibrary.org/obo/IAO_0000408	metadata incomplete	length measurement datum
Class	http://purl.obolibrary.org/obo/IAO_0000409		denotator type
Class	http://purl.obolibrary.org/obo/IAO_0000403	metadata incomplete	three dimensional cartesian spatial coordinate datum
Class	http://purl.obolibrary.org/obo/IAO_0000400	metadata complete	cartesian spatial coordinate datum
Class	http://purl.obolibrary.org/obo/IAO_0000401	metadata incomplete	one dimensional cartesian spatial coordinate datum
Class	http://purl.obolibrary.org/obo/IAO_0000402	metadata incomplete	two dimensional cartesian spatial coordinate datum
Class	http://purl.obolibrary.org/obo/OBI_0001317	metadata complete	T cell- APC binding|binding assay
Class	http://purl.obolibrary.org/obo/OBI_0001318	metadata complete	proteomic profiling by array assay
Class	http://purl.obolibrary.org/obo/UBERON_0002048		lung
Class	http://purl.obolibrary.org/obo/OBI_0001319	metadata complete	IFNg release|bioassay
Class	http://purl.obolibrary.org/obo/UBERON_0002046		thyroid gland
Class	http://purl.obolibrary.org/obo/OBI_0001322	metadata complete	granzyme B release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0001323	metadata complete	microRNA profiling by array design
Class	http://purl.obolibrary.org/obo/OBI_0001324	metadata complete	tolerance|in vivo assay
Class	http://purl.obolibrary.org/obo/OBI_0001325	metadata complete	CCL5/RANTES release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0001326	metadata complete	IL-4 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001327	metadata complete	lymphotoxin A/TNFb release|biological activity
Class	http://purl.obolibrary.org/obo/CHEBI_37333		gadodiamide
Class	http://www.geneontology.org/formats/oboInOwl#Definition		
Class	http://purl.obolibrary.org/obo/OBI_0001328	metadata complete	organism development design
Class	http://purl.obolibrary.org/obo/OBI_0001329	metadata complete	family history design
Class	http://purl.obolibrary.org/obo/OBI_0001331	metadata complete	transcription profiling identification objective
Class	http://purl.obolibrary.org/obo/OBI_0001332	metadata complete	DNA methylation profiling by array assay
Class	http://purl.obolibrary.org/obo/OBI_0001333	metadata complete	CCL3/MIP-1a release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001334	ready for release	epitope specific granulocyte colony stimulating factor production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001335	metadata complete	microRNA profiling by array assay
Class	http://purl.obolibrary.org/obo/OBI_0001336	metadata complete	quality control testing design
Class	http://purl.obolibrary.org/obo/OBI_0001337	metadata complete	clinical history design
Class	http://purl.obolibrary.org/obo/OBI_0000006	metadata complete	role of being consumer safety officer
Class	http://purl.obolibrary.org/obo/OBI_0001330	metadata complete	CXCL9/MIG release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001339	metadata complete	IL-4 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/UBERON_0002067		dermis
Class	http://purl.obolibrary.org/obo/OBI_0000897	ready for release	DEPC structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0000896	metadata incomplete	secondary structure of RNA molecule
Class	http://purl.obolibrary.org/obo/OBI_0000895	metadata complete	total RNA extract
Class	http://purl.obolibrary.org/obo/OBI_0000894	metadata complete	protein extract
Class	http://purl.obolibrary.org/obo/OBI_0000893	metadata complete	real time polymerase chain reaction assay
Class	http://purl.obolibrary.org/obo/OBI_0000892	metadata complete	Southern blot analysis
Class	http://purl.obolibrary.org/obo/OBI_0000891	metadata complete	cell proliferation assay
Class	http://purl.obolibrary.org/obo/OBI_0000899	metadata complete	organellar RNA extract
Class	http://purl.obolibrary.org/obo/PATO_0001025		pressure
Class	http://purl.obolibrary.org/obo/IAO_0000443	metadata complete	data item extraction from journal article
Class	http://purl.obolibrary.org/obo/IAO_0000442	pending final vetting	author role
Class	http://purl.obolibrary.org/obo/OGMS_0000015		clinical history
Class	http://purl.obolibrary.org/obo/NCBITaxon_3702		Arabidopsis thaliana
Class	http://purl.obolibrary.org/obo/OGMS_0000023		phenotype
Class	http://purl.obolibrary.org/obo/GO_0036262		granulysin production
Class	http://purl.obolibrary.org/obo/OGMS_0000031		disease
Class	http://purl.obolibrary.org/obo/IAO_0000429	metadata incomplete	email address
Class	http://purl.obolibrary.org/obo/IAO_0000422	metadata incomplete	postal address
Class	http://purl.obolibrary.org/obo/CHEBI_17709		5'-adenylyl sulfate
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0001688	metadata incomplete	has organization member
Class	http://purl.obolibrary.org/obo/OBI_0000975	metadata complete	cell-cell binding detection by flow cytometry assay
Class	http://purl.obolibrary.org/obo/OBI_0000974	metadata incomplete	obsolete_right handedness
Class	http://purl.obolibrary.org/obo/OBI_0000973	metadata complete	sequence data
Class	http://purl.obolibrary.org/obo/OBI_0000972	metadata incomplete	obsolete_electrically powered device
Class	http://purl.obolibrary.org/obo/OBI_0000971	metadata incomplete	fresh specimen
Class	http://purl.obolibrary.org/obo/OBI_0000970	metadata complete	scalar score from composite inputs
Class	http://purl.obolibrary.org/obo/OBI_0000978	metadata incomplete	in container assay
Class	http://purl.obolibrary.org/obo/OBI_0000977	metadata complete	paraffin storage
Class	http://purl.obolibrary.org/obo/OBI_0000976	metadata incomplete	handedness categorical measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0000986	metadata incomplete	obsolete_DNA sequencing training service
Class	http://purl.obolibrary.org/obo/OBI_0000985	metadata complete	growth condition intervention design
Class	http://purl.obolibrary.org/obo/OBI_0000984	metadata incomplete	dose
Class	http://purl.obolibrary.org/obo/OBI_0000983	metadata incomplete	intranasal mucosal administration
Class	http://purl.obolibrary.org/obo/OBI_0000982	metadata complete	computed tomography scanner
Class	http://purl.obolibrary.org/obo/OBI_0000981	metadata incomplete	agar stab specimen
Class	http://purl.obolibrary.org/obo/OBI_0000980	metadata complete	obsolete_protocol service provider role
Class	http://purl.obolibrary.org/obo/OBI_0000989	metadata incomplete	PCR instrument
Class	http://purl.obolibrary.org/obo/OBI_0000988	metadata incomplete	performing a diagnosis
Class	http://purl.obolibrary.org/obo/OBI_0000987	uncurated	obsolete_general scalar measurement datum
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000417	metadata complete	achieves_planned_objective
Class	http://purl.obolibrary.org/obo/OGMS_0000063		disease course
Class	http://purl.obolibrary.org/obo/OBI_0000997	metadata complete	growth environment
Class	http://purl.obolibrary.org/obo/OBI_0000996	metadata complete	device creation objective
Class	http://purl.obolibrary.org/obo/OBI_0000995	metadata complete	administration of material to specimen
Class	http://purl.obolibrary.org/obo/OBI_0000994	metadata incomplete	intravenous injection
Class	http://purl.obolibrary.org/obo/OBI_0000993	metadata complete	service provision objective
Class	http://purl.obolibrary.org/obo/OBI_0000992	metadata incomplete	DNA sequencing service
Class	http://purl.obolibrary.org/obo/OBI_0000991	metadata incomplete	Edinburgh score
Class	http://purl.obolibrary.org/obo/OBI_0000990	metadata incomplete	electron microscope
Class	http://purl.obolibrary.org/obo/GO_0016570		histone modification
Class	http://purl.obolibrary.org/obo/GO_0006306		DNA methylation
Class	http://purl.obolibrary.org/obo/OBI_0000931	metadata complete	study intervention
Class	http://purl.obolibrary.org/obo/OBI_0000930	metadata complete	calorimeter
Class	http://purl.obolibrary.org/obo/OBI_0000939	metadata incomplete	training process
Class	http://purl.obolibrary.org/obo/UBERON_0002072		hypodermis
Class	http://purl.obolibrary.org/obo/OBI_0000938	metadata complete	categorical measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0000937	metadata incomplete	obsolete_left handedness
Class	http://purl.obolibrary.org/obo/OBI_0000936	metadata incomplete	obsolete_material access provider role
Class	http://purl.obolibrary.org/obo/OBI_0000935	metadata complete	micromanipulator
Class	http://purl.obolibrary.org/obo/OBI_0000934	metadata incomplete	intramuscular injection
Class	http://purl.obolibrary.org/obo/OBI_0000933	metadata complete	positron emission tomography scanner
Class	http://purl.obolibrary.org/obo/OBI_0000932	metadata incomplete	material separation device
Class	http://purl.obolibrary.org/obo/ENVO_00001998		soil
NamedIndividual	http://purl.obolibrary.org/obo/RO_0001901		axiom holds for all times
NamedIndividual	http://purl.obolibrary.org/obo/RO_0001902		relation has no temporal argument
NamedIndividual	mailto:information-ontology@googlegroups.com		
Class	http://purl.obolibrary.org/obo/OBI_0000942	metadata incomplete	intradermal injection
Class	http://purl.obolibrary.org/obo/OBI_0000941	metadata complete	service consumer role
Class	http://purl.obolibrary.org/obo/OBI_0000940	metadata complete	optical microscope
Class	http://purl.obolibrary.org/obo/OGMS_0000090		treatment
Class	http://purl.obolibrary.org/obo/OBI_0000949	metadata incomplete	accessed material role
Class	http://purl.obolibrary.org/obo/OBI_0000948	metadata complete	oscilloscope
Class	http://purl.obolibrary.org/obo/OBI_0000947	metadata incomplete	service provider role
Class	http://purl.obolibrary.org/obo/OBI_0000946	metadata incomplete	sterilization function
Class	http://purl.obolibrary.org/obo/OBI_0000945	metadata complete	vibration isolation table
Class	http://purl.obolibrary.org/obo/OBI_0000944	metadata complete	handedness assay
Class	http://purl.obolibrary.org/obo/OBI_0000943	metadata complete	chemical cleavage
Class	http://purl.obolibrary.org/obo/CHEBI_26710		sodium chloride
Class	http://purl.obolibrary.org/obo/GO_0032619		interleukin-16 production
Class	http://purl.obolibrary.org/obo/GO_0032618		interleukin-15 production
Class	http://purl.obolibrary.org/obo/NCBITaxon_7227		Drosophila melanogaster
Class	http://purl.obolibrary.org/obo/GO_0032611		interleukin-1 beta production
Class	http://purl.obolibrary.org/obo/OBI_0000953	ready for release	processed specimen
Class	http://purl.obolibrary.org/obo/GO_0032610		interleukin-1 alpha production
Class	http://purl.obolibrary.org/obo/OBI_0000952	metadata incomplete	oral administration
Class	http://purl.obolibrary.org/obo/GO_0032613		interleukin-10 production
Class	http://purl.obolibrary.org/obo/OBI_0000951	metadata complete	compound treatment design
Class	http://purl.obolibrary.org/obo/GO_0032612		interleukin-1 production
Class	http://purl.obolibrary.org/obo/OBI_0000950	metadata incomplete	paraffin specimen
Class	http://purl.obolibrary.org/obo/GO_0032615		interleukin-12 production
Class	http://purl.obolibrary.org/obo/GO_0032614		interleukin-11 production
Class	http://purl.obolibrary.org/obo/GO_0032617		interleukin-14 production
Class	http://purl.obolibrary.org/obo/GO_0032616		interleukin-13 production
Class	http://purl.obolibrary.org/obo/OBI_0000959	metadata incomplete	vibrotome
Class	http://purl.obolibrary.org/obo/UBERON_0002097		skin of body
Class	http://purl.obolibrary.org/obo/OBI_0000957	metadata incomplete	self reported handedness assessment
Class	http://purl.obolibrary.org/obo/OBI_0000956	metadata incomplete	obsolete_handedness
Class	http://purl.obolibrary.org/obo/GO_0032620		interleukin-17 production
Class	http://purl.obolibrary.org/obo/OBI_0000955	metadata complete	electrode puller
Class	http://purl.obolibrary.org/obo/OBI_0000954	metadata incomplete	subcutaneous injection
Class	http://purl.obolibrary.org/obo/GO_0006338		chromatin remodeling
Class	http://purl.obolibrary.org/obo/GO_0032608		interferon-beta production
Class	http://purl.obolibrary.org/obo/GO_0032609		interferon-gamma production
Class	http://purl.obolibrary.org/obo/OBI_0000964	metadata incomplete	in live cell assay
Class	http://purl.obolibrary.org/obo/OBI_0000963	metadata complete	categorical label
Class	http://purl.obolibrary.org/obo/GO_0032602		chemokine production
Class	http://purl.obolibrary.org/obo/OBI_0000962	metadata complete	training objective
Class	http://purl.obolibrary.org/obo/GO_0032601		connective tissue growth factor production
Class	http://purl.obolibrary.org/obo/OBI_0000961	metadata complete	addition of molecular tracer function
Class	http://purl.obolibrary.org/obo/GO_0032604		granulocyte macrophage colony-stimulating factor production
Class	http://purl.obolibrary.org/obo/OBI_0000960	metadata complete	reagent application function
Class	http://purl.obolibrary.org/obo/GO_0032606		type I interferon production
Class	http://purl.obolibrary.org/obo/GO_0032605		hepatocyte growth factor production
Class	http://purl.obolibrary.org/obo/OBI_0000969	metadata incomplete	dose specification
Class	http://purl.obolibrary.org/obo/OBI_0000968	ready for release	device
Class	http://purl.obolibrary.org/obo/OBI_0000967	metadata incomplete	container
Class	http://purl.obolibrary.org/obo/OBI_0000966	metadata complete	in live organism assay
Class	http://purl.obolibrary.org/obo/OBI_0000965	metadata incomplete	lyophilized specimen
DataProperty	http://purl.obolibrary.org/obo/IAO_0000004		has measurement value
Class	http://purl.obolibrary.org/obo/GO_0032633		interleukin-4 production
Class	http://purl.obolibrary.org/obo/GO_0032632		interleukin-3 production
Class	http://purl.obolibrary.org/obo/GO_0032635		interleukin-6 production
Class	http://purl.obolibrary.org/obo/GO_0032634		interleukin-5 production
