Ontology ID	label	editor preferred term	has curation status	alternative label	IEDB alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	material processing technique	detection technique	reagent	input	output	MHC source	target entity	target context	unit
OBI:0001327	assay measuring epitope specific lymphotoxin A production by T cells				lymphotoxin A/TNFb release|biological activity	A T cell epitope specific cytokine production assay that detects lymphotoxin A production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('lymphotoxin A production ' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001330	ELISA measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells				CXCL9/MIG release|ELISA	An enzyme-linked immunosorbent assay that detects chemokine (C-X-C motif) ligand 9 production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunosorbent assay							('chemokine (C-X-C motif) ligand 9 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001333	assay measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells				CCL3/MIP-1a release|biological activity	A T cell epitope specific cytokine production assay that detects macrophage inflammatory protein-1 alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('macrophage inflammatory protein-1 alpha production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001339	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-4 production by T cells				IL-4 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-4 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-4 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001341	cell culture analyte detection bioassay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells				GM-CSF release|bioassay	A reporter cell line analyte detection bioassay that detects granulocyte macrophage colony stimulating factor production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	reporter cell line analyte detection bioassay							('granulocyte macrophage colony-stimulating factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001342	intracellular cytokine staining assay measuring epitope specific interleukin-21 production by T cells				IL-21 release|ICS	A flow cytometry assay that detects interleukin-21 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-21 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001343	detection of specific nucleic acids with complementary probes assay measuring epitope specific monocyte chemotactic protein-1 production by T cells				CCL2/MCP-1 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects monocyte chemotactic protein-1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('monocyte chemotactic protein-1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001344	ELISA measuring epitope specific monocyte chemotactic protein-1 production by T cells				CCL2/MCP-1 release|ELISA	An enzyme-linked immunosorbent assay that detects monocyte chemotactic protein-1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('monocyte chemotactic protein-1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001345	assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells				CCL4/MIP-1b release|biological activity	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 4 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('chemokine (C-C motif) ligand 4 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001346	ELISA measuring epitope specific interleukin-21 production by T cells				IL-21 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-21 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-21 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001348	in vivo skin test assay measuring T cell epitope specific type IV hypersensitivity				type IV hypersensitivity (DTH)|in vivo skin test	An efficacy of T cell epitope intervention experiment that detects epitope specific type IV hypersensitivity.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	efficacy of epitope intervention experiment							('type IV hypersensitivity' and ('process is result of' some 'MHC:epitope complex binding to TCR'))	(Metazoa and ('has quality' some alive))	
OBI:0001349	cytometric bead array assay measuring epitope specific interleukin-13 production by T cells				IL-13 release|cytometric bead array	A cytometric bead array assay that detects interleukin-13 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('interleukin-13 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001350	detection of specific nucleic acids with complementary probes assay measuring epitope specific interferon-gamma production by T cells				IFNg release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interferon-gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('type II interferon production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001353	cytometric bead array assay measuring epitope specific tumor necrosis factor alpha production by T cells				TNFa release|cytometric bead array	A cytometric bead array assay that detects tumor necrosis factor alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('tumor necrosis factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001354	ELISPOT assay measuring epitope specific interleukin-17 production by T cells				IL-17 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-17 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-17 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001356	detection of specific nucleic acids with complementary probes assay measuring epitope specific interferon-beta production by T cells				IFNb release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interferon-beta production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interferon-beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001357	detection of specific nucleic acids with complementary probes assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells				GM-CSF release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects granulocyte macrophage colony stimulating factor production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('granulocyte macrophage colony-stimulating factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001359	ELISA measuring epitope specific interleukin-8 production by T cells				IL-8 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-8 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-8 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001360	cytometric bead array assay measuring epitope specific interleukin-6 production by T cells				IL-6 release|cytometric bead array	A cytometric bead array assay that detects interleukin-6 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('interleukin-6 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001363	assay measuring epitope specific interleukin-23 production by T cells				IL-23 release|biological activity	A T cell epitope specific cytokine production assay that detects interleukin-23 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('interleukin-23 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001367	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-10 production by T cells				IL-10 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-10 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-10 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
