ontology ID	label	editor preferred term	has curation status	alternative label	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	function	has part	part of	manufactured by	associated axioms
OBI:0000513	DISCOVERY console	DISCOVERY console	metadata complete		The Discovery console is a Windows XP Professional-based, integrated console designed especially for Solid-State NMR. The console includes everything needed to interface to any magnet and solids probe - from computer to cables to duplexing network.	http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400247|GROUP:<http://msi-ontology.sourceforge.net>		PERSON:Daniel Schober		NMR instrument/NMR console				tecmag NMR console					
OBI:0000514	Bruker AMX series NMR instrument	Bruker AMX series NMR instrument	metadata complete		A series of older Bruker NMR magnets, now out of production. The Bruker AMX500 has proven an extremely reliable workhorse, with excellent lineshape yielding superior water suppression even without gradients. The Oxford 11.7 Tesla 5.2 cm bore magnet rests on a TMC vibration damping table. Homogeneity is controlled by a BSN-18 and BSN-2 with 19 shim controls. In addition to the 5 mm triple resonance probe, the AMX is equipped with a 10mm broadband observe probe.	WEB:<http://www.tufts.edu/med/biochemistry/NMR/amx500.html>|http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400240		PERSON:Daniel Schober		NMR instrument				Bruker NMR instrument					
OBI:0000515	chromatofocusing column	chromatofocusing column	metadata complete		A chromatofocusing column is a chromatography column in which a resin is equilibrated at one pH and eluted at a second pH. The use of a weak ion-exchange resin causes a pH gradient to be formed at the solvent front owing to the buffering action of the resin. This pH gradient in turn leads to an ordering of proteins by isoelectric point. Molecules of charge sign opposite the resin bind; those of charge sign like the resin do not bind.	WEB:<http://www.bioprocessintl.com/default.asp?page=glossary&TopicID=1>|http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01209		PERSON:Daniel Schober						chromatography column					
OBI:0000516	NMR probe	NMR probe	metadata complete		Part of an NMR instrument that detects the signals emitted from a sample. No single probe can perform the full range of experiments, and probes that are designed to perform more than one type of measurement usually suffer from performance compromises. The probe represents a rather fragile single point of failure that can render an NMR system completely unusable if the probe is dropped or otherwise damaged. Probes are usually characterised by Sample diameter and Frequency.\n  alt The instrument that transmits and receives radiofrequency to and from the NMR sample.	http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400014|GROUP:<http://msi-ontology.sourceforge.net>		PERSON:Daniel Schober		NMR instrument				device	measure function		NMR instrument		
OBI:0000517	NMR magnet	NMR magnet	metadata complete		A magnet which induces a certain frequency (MHz) and which has a certain bore diameter.\n  alt The NMR signal is a natural physical property of the certain atomic nuclei but it can only be detected with an external magnetic field. A magnet is a fundamental part of an NMR instrument which induces an electromagnetic force field (RF pulse) and by this excites and aligns the spins of the electrons of the NMR acquisition nucleus. It is usually a big (superconducting) electromagnet which is cooled by liquid helium and can be adjusted to a frequency between 200 and 950 MHz. The magnetic field strength is measured in Tesla or Gauss.	http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400185|GROUP:<http://msi-ontology.sourceforge.net>		PERSON:Daniel Schober		NMR instrument				device					
OBI:0000518	trap column	trap column	metadata complete		A trap column is a chromatography column which is used prior to a, e.g. mass spectrometry, separation to clean up or concentrate controlled amounts of samples prior to elution to a detector.	http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01261|GROUP:<http://msi-ontology.sourceforge.net>		PERSON:Daniel Schober						chromatography column					
OBI:0000519	flow probe	flow probe	metadata complete		An NMR probe that allows the automatized flow-through of a sample. The sample is aspirated via a syringe pump into the Flow probe, the NMR spectrum is acquired and when the experiment is complete, the sample is returned to back to an external source (well plate) or flushed to waste. Sometimes pulsed field gradients (PFG) can be established in flow probes.	WEB:<http://www.varianinc.com/cgi-bin/nav?products/NMR/accessory/auto_samplers/vast/index&cid=HFIH>|http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400131		PERSON:Daniel Schober		NMR device				NMR probe					
OBI:0000521	flame ionization detector	flame ionization detector	metadata complete	FID	A flame ionization detector is a GC detector that consist of a hydrogen/air flame and a collector plate which are normally heated independently of the chromatographic oven. Heating is necessary in order to prevent condensation of water generated by the flame and also to prevent any hold-up of solutes as they pass from the column to the flame. There is an electrode above the flame to collect the ions formed at a hydrogen/air flame. The number of ions hitting the collector is measured and a signal is generated. Flame ionization detectors are most widely used and generally applicable for gas chromatography and hence is used for routine and general purpose analysis. It is easy to use but destructive of the sample.	WEB:<http://homepages.onsnet.nu/%7Ealkema/html/whatisgc.html>|http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01197		PERSON:Daniel Schober						gas chromatography detector					
OBI:0000522	vial	vial	metadata complete		A container made from solid material and primarily used for holding liquid.	https://en.wikipedia.org/wiki/Vial		https://orcid.org/0000-0002-8844-9165						container					
OBI:0000523	magic angle spinning rotor	magic angle spinning rotor	metadata complete	MAS rotor	A rotor device that holds the NMR sample and enables the adjustment of the orientation of the rotation axis for a sample in a NMR instrument in the magic angle.	WEB:<http://www.freepatentsonline.com/4352066.html>|http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400130		PERSON:Daniel Schober		NMR instrument				device			NMR instrument		
OBI:0000524	Varian VXR spectrometer	Varian VXR spectrometer	metadata complete		A Varian NMR spectrometer.	WEB:<http://www.scs.uiuc.edu/NMR/instruments/vxr500.php>|http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400238		PERSON:Daniel Schober		NMR instrument				Varian NMR instrument					
OBI:0000525	splitless GC injector	splitless GC injector	metadata complete		Injected sample enters column immediately (while split valve to split vent is closed). Here a sample is introduced into a heated small chamber via a syringe through a septum - the heat facilitates volatilization of the sample and sample matrix. The carrier gas then either sweeps the entirety (splitless mode) or a portion (split mode) of the sample into the column. In split mode, a part of the sample/carrier gas mixture in the injection chamber is exhausted through the split vent.	WEB:<http://en.wikipedia.org/wiki/Gas_chromatography>|http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01060		PERSON:Daniel Schober						sample injection system					
OBI:0000526	preparative autosampler	preparative autosampler	metadata complete		For preparative LC with injection of sample volumes ranging from L to mL ranges.	http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01062|GROUP:<http://msi-ontology.sourceforge.net>		PERSON:Daniel Schober						liquid chromatography autosampler					
OBI:0000527	flow high resolution probe	flow high resolution probe	metadata complete	flow HR-probe	Hyphenated analytical techniques combining mass spectrometry and chromatography are well-established laboratory tools. The combination of chromatography and NMR has also made its way into the analytical laboratory. Further developments even combine all three techniques into an LC-NMR/NMR-MS system. The use of solid phase extraction provides an efficient interface between chromatography and NMR with demands for special type of flow probes.	http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400195|GROUP:<http://msi-ontology.sourceforge.net>		PERSON:Daniel Schober		NMR probe				Bruker high resolution probe					
OBI:0000528	liquid chromatography valve	liquid chromatography valve	metadata complete		A sample valve that must be able to sustain pressures up to 10,000 p.s.i., although it is most likely to operate on a continuous basis, at pressures of 3,000 p.s.i. or less. The higher the operating pressure the tighter the valve seating surfaces must be forced together to eliminate any leak. It follows that any abrasive material, however fine, that passes into the valve can cause the valve seating to become scored each time it is rotated which will ultimately lead to leaks. This will cause the sample size to vary between samples and eventually affect the accuracy of the analysis. It follows that any solid material must be carefully removed from any sample before filling the valve. The sample volume of an internal loop valve is situated in the connecting slot of the valve rotor and can be used only for relatively small sample volumes. Internal sample loop valves provide samples with volumes ranging from 0.1 ml to about 0.5 ml. Valve operation is shown in figure 6. The left-hand side diagram shows the load position. The sample occupies the rotor slot and has been filled by passing the sample from an appropriate syringe through the rotor slot to waste. While loading the sample, the mobile phase supply is passed through the valve directly to the column. To place the sample onto the column, the valve is then rotated and the valve slot containing the sample is now placed between the solvent supply and the column. As a result, the sample is passed into the column by the flow of solvent.	http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01110|WEB:<http://www.chromatography-online.org/EC-Dispersion/HPLC-Sample-Valves/rs16.html>		PERSON:Daniel Schober		chromatography device				chromatography device					
